title,company,city,province,country,posting_time,skills
SSE Python Developer,airvon,Lahore,Punjab,Pakistan,5/8/2024,"['python', 'aws', 'django', 'flask', 'sql', 'javascript']"
Senior Software Engineer - Product Operations,i2c Inc.,Lahore,Punjab,Pakistan,4/17/2023,"['sql', 'jira']"
. Net Full stack Developer,Pan Asia Resources,Karāchi,Sindh,Pakistan,5/8/2024,"['git', 'sql']"
SQA Engineer,CureMD,Lahore,Punjab,Pakistan,3/7/2024,['html']
Senior Frontend Engineer,Gelato,Lahore,Punjab,Pakistan,5/7/2024,"['react', 'flutter', 'angular', 'javascript']"
"Senior .NET Engineer (Angular, Azure)",TEKenable Ltd,Islamabad,Islāmābād,Pakistan,5/1/2024,"['azure', 'bootstrap', 'css', 'sql', 'html', 'javascript', 'angular']"
Systems Engineer,ICE Consulting - Managed IT & Cybersecurity for Life Sciences,Lahore,Punjab,Pakistan,1/25/2024,"['aws', 'azure']"
Wordpress Full Stack Developer,IKONIC,Islamabad,Islāmābād,Pakistan,4/16/2024,['javascript']
"Java Software Developer, IgniteTech (Remote) - $60,000/year USD",Crossover,Lahore,Punjab,Pakistan,5/7/2024,"['python', 'ai']"
Remote Python Developer,Turing,Islamabad,Islāmābād,Pakistan,4/21/2024,['python']
ASP.NET MVC Developer,Digital Processing Systems,Islamabad,Islāmābād,Pakistan,5/7/2024,"['jquery', 'sql']"
Laravel Developer,Tek Nexuss,Lahore,Punjab,Pakistan,5/8/2024,"['html', 'css', 'laravel', 'javascript']"
Remote Python Developer,Turing,Lahore,Punjab,Pakistan,4/21/2024,['python']
"Software Engineer, Trilogy (Remote) - $60,000/year USD",Crossover,Karāchi,Sindh,Pakistan,5/7/2024,"['python', 'aws', 'ai']"
Strapi Developer,HR Ways - Hiring Tech Talent,Islamabad,Islāmābād,Pakistan,3/20/2024,['devops']
Principal Full Stack Engineer - (Node+React),Creative Chaos,Lahore,Punjab,Pakistan,6/1/2023,"['postgresql', 'jira', 'mysql', 'react', 'html', 'javascript']"
Senior Software Engineer,MAK GLOBAL PAYMENT SOLUTIONS,Karāchi,Sindh,Pakistan,4/19/2024,"['aws', 'devops', 'azure', 'css', 'sql', 'react', 'html', 'javascript']"
Wordpress Developer,ExcellaTek,Lahore,Punjab,Pakistan,4/29/2024,[]
Android Developer,Ninesol Technologies,Islamabad,Islāmābād,Pakistan,5/8/2024,['git']
Software Engineer – Microsoft Dynamics CRM,VeriPark,Islamabad,Islāmābād,Pakistan,4/26/2024,"['azure', 'javascript']"
Software Engineer,Turing,Islamabad,Islāmābād,Pakistan,1/7/2024,['python']
Senior Software Engineer (Full Stack / Backend),Aion Digital,Karāchi,Sindh,Pakistan,5/6/2024,"['python', 'nosql', 'django', 'azure', 'flutter', 'aws', 'git', 'jira', 'mongodb', 'docker', 'sql', 'node.js', 'kubernetes']"
Remote Python Programmer,Turing,Karāchi,Sindh,Pakistan,4/21/2024,['python']
Dotnet Developer,eMediCare Solutions,Rawalpindi,Punjab,Pakistan,5/8/2024,"['jquery', 'sql', 'javascript', 'jira']"
Senior Software Engineer - Data Science (AI/ML),Office Field,Karāchi,Sindh,Pakistan,5/8/2024,"['flask', 'ai', 'nosql']"
Blockchain Engineer Backend,Remotebase,Karāchi,Sindh,Pakistan,12/28/2023,"['aws', 'postgresql', 'docker', 'node.js', 'kubernetes']"
Senior Test Automation Engineer,Creative Chaos,Islamabad,Islāmābād,Pakistan,11/13/2023,"['aws', 'sql', 'docker']"
Senior .NET Developer P5908,Nisum,Islamabad,Islāmābād,Pakistan,4/16/2024,"['html', 'git', 'javascript', 'css']"
Remote Python Developer,Turing,Islamabad,Islāmābād,Pakistan,4/21/2024,"['python', 'ai']"
Senior Java Software Engineer,Mavericks United,Lahore,Punjab,Pakistan,5/8/2024,"['aws', 'azure', 'docker', 'kubernetes']"
Principal Software Engineer JAVA,Avanza Solutions,Islamabad,Islāmābād,Pakistan,5/8/2024,[]
"Associate Software Engineer, Trilogy (Remote) - $60,000/year USD",Crossover,Karāchi,Sindh,Pakistan,5/7/2024,"['python', 'aws', 'ai']"
PEGA Developer,JOBMINAR Consultants,Hyderabad,Sindh,Pakistan,3/17/2024,[]
DevOps Engineer,Enzipe,Faisalabad,Punjab,Pakistan,5/7/2024,"['python', 'aws', 'mysql', 'docker', 'devops', 'kubernetes']"
"Software Engineer, Trilogy (Remote) - $60,000/year USD",Crossover,Multan,Punjab,Pakistan,5/7/2024,['ai']
Senior Software Engineer - React,Creative Chaos,Lahore,Punjab,Pakistan,10/13/2023,"['html', 'jira', 'javascript', 'react']"
Senior Full Stack Developer,Octdaily,Karachi Division,Sindh,Pakistan,5/1/2024,[]
Software Engineer Team Lead (PHP),Code District,Lahore,Punjab,Pakistan,4/3/2024,"['git', 'sql', 'laravel']"
Data Scientist,NorthBay Solutions,,Islāmābād,Pakistan,4/25/2024,[]
Wordpress Developer,Educative,Lahore,Punjab,Pakistan,1/15/2024,"['html', 'css', 'javascript', 'git']"
Expert Developer Integrations- JazzCash,Jazz,Islamabad,Islāmābād,Pakistan,5/7/2024,[]
QA Engineer,NymCard,Karāchi,Sindh,Pakistan,4/23/2024,"['sql', 'jira', 'mysql']"
Devops Engineer,INTECH Automation & Intelligence,Lahore,Punjab,Pakistan,4/19/2024,"['python', 'azure', 'docker', 'devops', 'kubernetes']"
iOS Engineer,Jeeny,Johar Town,Punjab,Pakistan,3/15/2024,['git']
React Native Developer (2 years dedicated) On-Site Karachi,Xeverse.io,Karachi Division,Sindh,Pakistan,5/1/2024,['javascript']
Laravel Developer,Hello World Technologies,Rahimyar Khan,Punjab,Pakistan,4/18/2024,"['html', 'css', 'laravel', 'git']"
System and Network Engineer,I.R.E,Lahore,Punjab,Pakistan,3/11/2024,['azure']
Full Stack Engineer (Dot Net & Angular),Idenfo,Karachi Division,Sindh,Pakistan,5/8/2024,[]
Data Engineer,Afiniti,Karāchi,Sindh,Pakistan,5/8/2024,"['python', 'sql', 'ai']"
React Native Full Stack Developer,Canva Solutions,Sargodha,Punjab,Pakistan,4/30/2024,"['javascript', 'mysql', 'laravel']"
"SENIOR BACK-END DEVELOPER - Dubai, UAE",Cobblestone Energy,Rawalpindi,Punjab,Pakistan,10/10/2023,"['python', 'postgresql', 'css', 'mysql', 'sql', 'docker', 'html', 'javascript']"
Principal Software Engineer - React,Creative Chaos,Lahore,Punjab,Pakistan,4/3/2023,"['html', 'jira', 'javascript']"
"Software Support Engineer, IgniteTech (Remote) - $100,000/year USD",Crossover,Lahore,Punjab,Pakistan,5/7/2024,['ai']
Remote DevOps Engineer for Impact Tech Company,DigitalTolk,Islamabad,Islāmābād,Pakistan,7/14/2023,"['aws', 'laravel', 'mysql']"
Angular Developer,Wavetec,Karāchi,Sindh,Pakistan,5/8/2024,[]
Content Management System Developer,BytesBlitzz,Karāchi,Sindh,Pakistan,5/8/2024,['bootstrap']
Senior Software Engineer (Flutter),10Pearls,Islamabad,Islāmābād,Pakistan,3/4/2024,"['dart', 'flutter']"
Senior Backend Engineer (Node JS) - 0169 - Karachi,Bionic Talent,Karāchi,Sindh,Pakistan,4/4/2024,"['aws', 'javascript', 'node.js']"
Senior/Principal Test Automation Engineer,Creative Chaos,Islamabad,Islāmābād,Pakistan,7/10/2023,"['aws', 'sql', 'docker']"
Remote Senior Python Developer,Turing,Islamabad,Islāmābād,Pakistan,5/8/2024,['python']
Senior Front End Engineer,i2c Inc.,Lahore,Punjab,Pakistan,3/30/2023,"['bootstrap', 'css', 'jquery', 'laravel', 'react', 'html', 'javascript', 'sass']"
DevOps Engineer,Emumba,Islamabad,Islāmābād,Pakistan,11/11/2023,[]
Data Engineer,Avanceon Middle East & South Asia,Lahore,Punjab,Pakistan,11/20/2023,"['azure', 'pandas', 'hadoop']"
Senior Software Engineer (Fullstack),Dubizzle Labs,Karāchi,Sindh,Pakistan,3/5/2024,"['flask', 'django', 'postgresql', 'css', 'mysql', 'docker', 'react', 'html', 'javascript']"
Senior Python Developer,DynamoLogic Solutions,Islamabad,Islāmābād,Pakistan,5/8/2024,"['python', 'tensorflow', 'pytorch']"
Salesforce Front End Developer,SCRM Digital,Islamabad,Islāmābād,Pakistan,5/8/2024,"['html', 'css', 'javascript']"
Laravel Developer,Hello World Technologies,Rahimyar Khan,Punjab,Pakistan,4/23/2024,"['html', 'css', 'laravel', 'mysql']"
"Software Engineer, Trilogy (Remote) - $60,000/year USD",Crossover,Islamabad,Islāmābād,Pakistan,5/7/2024,['ai']
"Software Support Engineer, IgniteTech (Remote) - $100,000/year USD",Crossover,Rawalpindi,Punjab,Pakistan,5/7/2024,['ai']
Senior .NET Developer P5908,Nisum,Lahore,Punjab,Pakistan,4/16/2024,"['html', 'git', 'javascript', 'css']"
DevOps Engineer,Accountect Technologies Inc.,Lahore,Punjab,Pakistan,4/22/2024,"['python', 'aws', 'azure', 'docker', 'devops', 'kubernetes']"
Senior Backend (C#) Developer,Shape Solutions (Pvt.) Ltd.,Islamabad,Islāmābād,Pakistan,1/8/2024,"['html', 'css']"
Dotnet Developer,GCS Pvt. Limited,Karachi Division,Sindh,Pakistan,5/7/2024,"['jquery', 'javascript', 'mysql', 'mongodb']"
Principal Test Automation Engineer,Creative Chaos,Islamabad,Islāmābād,Pakistan,7/12/2023,"['aws', 'sql', 'docker']"
"Software Engineer - Part-Time, Bloom Institute of Technology (BloomTech) (Remote) - $30,000/year USD",Crossover,Lahore,Punjab,Pakistan,5/7/2024,[]
React Front-End Engineer,Turing,Lahore,Punjab,Pakistan,1/7/2024,"['ai', 'react']"
"C# Developer, Trilogy (Remote) - $60,000/year USD",Crossover,Islamabad,Islāmābād,Pakistan,5/7/2024,['ai']
Integration Developer (IBM Connect Enterprise),Bank Alfalah Limited,Karachi Division,Sindh,Pakistan,4/24/2024,['sql']
Lead Python/Django Engineer,NorthBay Solutions,Karachi Division,Sindh,Pakistan,3/22/2024,"['python', 'django', 'postgresql', 'mysql', 'docker', 'javascript']"
Software Engineer II - iOS,Careem,Lahore,Punjab,Pakistan,4/26/2024,[]
Senior Associate - ASP.NET Developer,PwC,Karachi Division,Sindh,Pakistan,1/12/2024,[]
Principal Test Automation Engineer,Creative Chaos,Islamabad,Islāmābād,Pakistan,9/29/2023,"['aws', 'sql', 'docker']"
Senior Software Engineer- React Native,Creative Chaos,Islamabad,Islāmābād,Pakistan,3/13/2024,"['html', 'css', 'swift', 'jira']"
MEAN Stack Developer,Rocktech Digital,Lahore,Punjab,Pakistan,5/8/2024,"['azure', 'git', 'mongodb', 'express.js', 'node.js', 'javascript']"
DevOps Engineer,Horizon Technologies,Karāchi,Sindh,Pakistan,3/27/2024,"['devops', 'python', 'jira', 'git']"
Senior Python Developer,Lucrum ERP,Lahore District,Punjab,Pakistan,5/3/2024,"['python', 'flask', 'django', 'nosql', 'aws', 'azure', 'kubernetes', 'devops', 'css', 'git', 'vue.js', 'sql', 'docker', 'react', 'html', 'javascript']"
Web Developer (WordPress & Front-End),Orbit Cosmos,Islamabad,Islāmābād,Pakistan,5/7/2024,"['html', 'css', 'python']"
Senior Python Developer,Gaditek,Karachi Division,Sindh,Pakistan,4/19/2024,"['python', 'postgresql', 'git', 'laravel', 'ai', 'mysql']"
Webflow Developer,Melior ITS,Islamabad,Islāmābād,Pakistan,5/8/2024,"['html', 'css', 'javascript']"
Software Delivery Engineer / TL L2,People (Professional Employers Pvt Ltd),Islamabad,Islāmābād,Pakistan,5/6/2024,['sql']
Sr. Front-End Engineer,INTECH Automation & Intelligence,Lahore,Punjab,Pakistan,10/9/2023,['react']
Senior Software Architect,NorthBay Solutions,,Islāmābād,Pakistan,4/24/2024,"['python', 'aws', 'django', 'postgresql', 'css', 'vue.js', 'mysql', 'express.js', 'node.js', 'html', 'javascript']"
Senior Tech Lead Engineer - Software Architect,NorthBay Solutions,Karachi Division,Sindh,Pakistan,5/3/2024,"['python', 'aws', 'sql', 'postgresql']"
"Back End Developer, Skyvera (Remote) - $60,000/year USD",Crossover,Rawalpindi,Punjab,Pakistan,5/7/2024,['ai']
Senior Backend Engineer - .NET,Softech Worldwide,Karachi Division,Sindh,Pakistan,3/17/2024,"['aws', 'azure']"
Principal Test Automation Engineer,Creative Chaos,Islamabad,Islāmābād,Pakistan,7/10/2023,"['aws', 'sql', 'docker']"
Principal Test Automation Engineer,Creative Chaos,Islamabad,Islāmābād,Pakistan,7/10/2023,"['aws', 'sql', 'docker']"
Principal Test Automation Engineer,Creative Chaos,Islamabad,Islāmābād,Pakistan,7/10/2023,"['aws', 'sql', 'docker']"
Staff DevOps Engineer,10Pearls,Lahore,Punjab,Pakistan,1/22/2024,"['python', 'aws', 'azure', 'docker', 'devops', 'kubernetes']"
BI Developer,BAT,Lahore,Punjab,Pakistan,3/28/2024,['azure']
"Software Support Engineer, IgniteTech (Remote) - $100,000/year USD",Crossover,Lahore,Punjab,Pakistan,5/7/2024,['ai']
Freelancer in AI,Mindrift,Lahore,Punjab,Pakistan,5/8/2024,"['python', 'ai']"
Senior Level .NET Core + Angular/React Developer,CodeNinja Inc.,Lahore,Punjab,Pakistan,4/12/2024,"['azure', 'css', 'react', 'html', 'javascript']"
Mid/ Sr Backend Developer,HR Ways - Hiring Tech Talent,Lahore,Punjab,Pakistan,3/19/2024,"['devops', 'javascript']"
Data Scientist,NorthBay Solutions,Lahore,Punjab,Pakistan,4/25/2024,[]
Senior Full Stack Engineer,DigitalOcean,Lahore,Punjab,Pakistan,1/31/2024,"['html', 'css']"
Senior Software Engineer,PsychPlus,Lahore,Punjab,Pakistan,5/3/2024,"['aws', 'azure', 'javascript', 'react']"
Senior Software Engineer - (PHP+Vue),Creative Chaos,Lahore,Punjab,Pakistan,4/23/2024,"['jquery', 'jira', 'javascript']"
Staff/Senior Machine Learning Engineer (Computer Vision/LLM),10Pearls,Islamabad,Islāmābād,Pakistan,4/16/2024,"['python', 'aws', 'azure', 'tensorflow', 'ai', 'pytorch']"
Senior Software Engineer - (PHP+Vue),Creative Chaos,Lahore,Punjab,Pakistan,4/24/2024,"['jquery', 'jira', 'javascript']"
Shopify Developer,Ktech,Lahore,Punjab,Pakistan,4/19/2024,"['html', 'css', 'javascript', 'vue.js']"
Associate DevOps Engineer,TechSearch,Karāchi,Sindh,Pakistan,5/7/2024,"['devops', 'aws']"
Senior Software Engineer - React JS,Dubizzle Labs,Lahore,Punjab,Pakistan,2/22/2024,"['javascript', 'react']"
Senior Front End Developer (React),NorthBay Solutions,Karāchi,Sindh,Pakistan,4/16/2024,"['azure', 'css', 'html', 'react', 'devops', 'javascript']"
Principal/Staff Machine Learning Engineer (Generative AI + LLM),10Pearls,Islamabad,Islāmābād,Pakistan,4/21/2024,"['python', 'azure', 'tensorflow', 'ai', 'pytorch']"
Principal/Staff Machine Learning Engineer (Generative AI + LLM),10Pearls,Lahore,Punjab,Pakistan,4/21/2024,"['python', 'azure', 'tensorflow', 'ai', 'pytorch']"
Crypto Data Engineer (Pakistan- Remote),Token Metrics,Islamabad,Islāmābād,Pakistan,11/3/2023,"['python', 'sql', 'mongodb']"
Full-stack .NET developer with Angular Experience,A2algo,Islamabad,Islāmābād,Pakistan,5/7/2024,"['azure', 'bootstrap', 'css', 'sql', 'html']"
Data Integration Engineer,People (Professional Employers Pvt Ltd),Islamabad,Islāmābād,Pakistan,3/14/2024,"['python', 'sql', 'hadoop', 'mysql']"
Senior Front End Developer (React),NorthBay Solutions,Karachi Division,Sindh,Pakistan,4/16/2024,"['azure', 'css', 'html', 'react', 'devops', 'javascript']"
Full-Stack Engineer,Turing,Karachi Division,Sindh,Pakistan,12/31/2023,['react']
Dotnet Developer,SOFIT Consultancy,Rawalpindi,Punjab,Pakistan,5/7/2024,"['git', 'mysql', 'sql', 'html', 'javascript']"
Java Application Developer,FWU Tech GmbH,Karāchi,Sindh,Pakistan,5/3/2024,"['css', 'jquery', 'javascript']"
Principal Software Engineer (iOS),the ENTERTAINER,Lahore,Punjab,Pakistan,3/6/2024,['swift']
Senior Software Engineer [PureDome],Gaditek,Karāchi,Sindh,Pakistan,3/28/2024,"['python', 'mysql', 'postgresql']"
Software Engineer - Ruby on Rails,Howmuch,Islamabad,Islāmābād,Pakistan,5/11/2023,[]
React Native  Developer,ADMK SOLUTIONS,Islamabad,Islāmābād,Pakistan,5/8/2024,['javascript']
"C# Software Developer, IgniteTech (Remote) - $60,000/year USD",Crossover,Lahore,Punjab,Pakistan,5/7/2024,"['python', 'ai']"
Senior Software Engineer - PHP,Gaditek,Karachi Division,Sindh,Pakistan,5/7/2024,"['python', 'mysql', 'postgresql']"
"Back End Developer, Trilogy (Remote) - $100,000/year USD",Crossover,Rakhni,,Pakistan,5/7/2024,"['aws', 'sql', 'ai']"
DevOps Engineer,GreenSign,Karāchi,Sindh,Pakistan,5/8/2024,"['python', 'aws', 'azure', 'git', 'docker', 'devops', 'kubernetes']"
SPECIALIST DIGITAL PRODUCTS & SERVICES DEVELOPMENT (PROACTIVE PIPELINE) - ISLAMABAD,JazzCash,Islamabad,Islāmābād,Pakistan,5/8/2024,"['git', 'node.js']"
Senior Software Engineer,Elixir Technologies,Islamabad,Islāmābād,Pakistan,4/19/2024,"['express.js', 'mysql', 'mongodb']"
Back-End Developer,Turing,Islamabad,Islāmābād,Pakistan,1/7/2024,['python']
Data Engineer,Afiniti,Karachi Division,Sindh,Pakistan,3/1/2024,"['python', 'sql', 'ai']"
Performance Engineer – Remote,Boo,Karachi Division,Sindh,Pakistan,2/27/2024,['python']
Salesforce Developer,S&P Global,Islamabad,Islāmābād,Pakistan,4/24/2024,"['azure', 'sql']"
"Angular Developer - Part-Time, Bloom Institute of Technology (BloomTech) (Remote) - $30,000/year USD",Crossover,Lahore,Punjab,Pakistan,5/7/2024,"['css', 'node.js', 'react', 'html', 'javascript']"
Technical Lead,Simplelogix,Lahore District,Punjab,Pakistan,4/23/2024,"['python', 'devops', 'kubernetes', 'postgresql', 'css', 'mysql', 'mongodb', 'docker', 'html', 'javascript']"
Blockchain Developer,SOC Solutions LLC,Karachi Division,Sindh,Pakistan,4/28/2024,[]
Senior Software Engineer - (PHP+Vue),Creative Chaos,Lahore,Punjab,Pakistan,4/24/2024,"['jquery', 'jira', 'javascript']"
Blockchain Developer,ALGORYC,Islamabad,Islāmābād,Pakistan,5/3/2024,"['flask', 'django']"
"Lead Software Engineer, Frontend",Motive,Islamabad,Islāmābād,Pakistan,4/19/2024,['ai']
Principal Software Engineer - Vue.JS,Creative Chaos,Islamabad,Islāmābād,Pakistan,9/4/2023,"['aws', 'jira', 'vue.js', 'mongodb', 'docker', 'javascript']"
Software Developer Engineer in Test II,S&P Global,Islamabad,Islāmābād,Pakistan,4/24/2024,['sql']
Senior Software Engineer - Full Stack,Afiniti,Karachi Division,Sindh,Pakistan,5/8/2024,"['git', 'ai', 'docker', 'devops', 'javascript', 'angular']"
Senior Frontend (React) Developer,Shape Solutions (Pvt.) Ltd.,Islamabad,Islāmābād,Pakistan,3/21/2024,['javascript']
Performance Engineer – Remote,Boo,Islamabad,Islāmābād,Pakistan,2/26/2024,"['python', 'javascript']"
SQA Trainee,Contour Software,Karāchi,Sindh,Pakistan,4/22/2024,[]
Senior ETL Developer,Pragati Finserv Private Limited,Hyderabad,Sindh,Pakistan,3/17/2024,['sql']
"Full stack Developer, Trilogy (Remote) - $100,000/year USD",Crossover,Peshawar,Khyber Pakhtunkhwa,Pakistan,5/7/2024,"['aws', 'sql', 'ai']"
Data Engineer,International Medical Corps,Islamabad,Islāmābād,Pakistan,3/18/2024,"['python', 'azure', 'nlp']"
Microsoft Dynamics 365 CRM Developer,Mavericks United,Lahore,Punjab,Pakistan,5/7/2024,"['devops', 'azure']"
Data Scientist,Tajir,Lahore,Punjab,Pakistan,4/3/2024,"['python', 'flask', 'pandas', 'sql', 'docker']"
Performance Engineer – Remote,Boo,Lahore,Punjab,Pakistan,2/26/2024,"['python', 'javascript']"
Senior Devops Engineer,Codup,Karāchi,Sindh,Pakistan,5/7/2024,"['azure', 'javascript', 'jquery', 'devops', 'html']"
Remote Python Solutions Developer,Turing,Karāchi,Sindh,Pakistan,4/21/2024,['python']
Senior Full Stack Developer,NewRich Network,Lahore,Punjab,Pakistan,4/9/2024,"['javascript', 'bootstrap', 'git', 'jquery', 'jira', 'html', 'sass']"
Full-Stack Engineer,Turing,Lahore,Punjab,Pakistan,12/11/2023,"['sql', 'node.js', 'react']"
Three JS Developer,Virtue Xolutions,Karāchi,Sindh,Pakistan,4/22/2024,['javascript']
Senior Software Engineer,WebXCube,Karāchi,Sindh,Pakistan,4/27/2024,"['python', 'aws', 'django', 'azure', 'postgresql', 'mysql', 'react']"
PHP Developer,AZ Solutions,Hyderabad District,Sindh,Pakistan,5/3/2024,"['html', 'css', 'laravel', 'javascript']"
Zoho Developer,Lynchpin Consulting,Lahore,Punjab,Pakistan,5/6/2024,[]
ICT Integration Service Engineer,People (Professional Employers Pvt Ltd),Islamabad,Islāmābād,Pakistan,4/5/2024,[]
Shopify Developer,Source Find,Faisalabad,Punjab,Pakistan,4/29/2024,"['html', 'css', 'javascript']"
DevOps Engineer,Softnox Technologies Pvt Ltd.,Karāchi,Sindh,Pakistan,5/8/2024,"['devops', 'git', 'azure']"
Odoo Developer,RASCO GLOBAL SOLUTIONS | ODOO SILVER PARTNER,Lahore,Punjab,Pakistan,4/21/2024,"['python', 'css', 'javascript']"
Machine Learning Engineer,HugoBank,Karāchi,Sindh,Pakistan,4/9/2024,"['python', 'transformers', 'nltk', 'spacy', 'nlp']"
Machine Learning Engineer,Beam AI,Karāchi,Sindh,Pakistan,4/25/2024,"['python', 'postgresql', 'ai', 'mysql', 'mongodb', 'sql', 'javascript', 'nlp']"
Data Scientist,ibex. Pakistan,Karachi Division,Sindh,Pakistan,5/3/2024,"['ai', 'sql', 'tableau']"
Machine Learning Engineer,Alexa Translations,Karachi Division,Sindh,Pakistan,3/5/2024,"['python', 'tensorflow', 'aws', 'azure']"
Data Scientist,NorthBay Solutions,Karāchi,Sindh,Pakistan,4/25/2024,[]
Data Scientist,NorthBay Solutions,Karāchi,Sindh,Pakistan,4/25/2024,[]
Machine Learning (ML) and Artificial Intelligence (AI) Intern,XOHOA,Multan,Punjab,Pakistan,5/8/2024,['ai']
